id,src_id,paper_id,paper_citation_APA,paper_doi,study_source,latitude,longitude,year,cropping_system_category,cropping_system_classification,CC_species,CC_types,cash_crop_specices,cash_crop_specices2,co2_cc,co2_cc_sd,co2_no_cc,co2_no_cc_sd,co2_n,co2_unit,tillage,residue_management,SOC_initial,SOC_initial_Unit,n2o_cc,n2o_no_cc,n2o_cc_sd,n2o_no_cc_sd,n2o_unit,FerStatus,N_fertilization,N_fertilization_unit,ch4_cc,ch4_no_cc,ch4_cc_sd,ch4_no_cc_sd,ch4_unit,duplicated_src,country,Trail/Commercial,region_state,specific_location,alt_m,soil_texture,prep,tem,dryland/non dryland,mixture_types,mixture_propotion,CC_plant_date,CC_end_date,CC.days,CC.duration,CC.aid,CC_plant_type,CC_plant_rate,CC_end_type,Plot_Area_ha,replications,nextMC_plant_date,MC_end_date,MC.days,MC _history,cash_crop_type,GHG-season,samplesize,SD,management combination,Initial_SOC,Initial_C_unit,Initial_TC,Initial_TN,Unnamed: 73,irrigation,irrigation_mm,BD,BD_unit,CEC,pH,soil_no3,soil_no3_unit,soil_nh4,soil_nh4_unit,soilTexture,TopographicalPosition,soilMoisture,soilMoisture_unite,WFPS,soilTem,cc_Dry_Biomass,ccBiomass_raw,CN_ratio,ccResidualsInput,cash_crop_season,manul checked & revised
649,1792,56,"Chae, H. G., Song, H. J., Bhuiyan, M. S. I., Kim, P. J., & Lee, J. G. (2022). Unexpected high suppression of ammonia volatilization loss by plastic film mulching in Korean maize cropping system. Agriculture, Ecosystems & Environment, 335, 108022.",,4,36.8333333333333,128.433333333333,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",South Korea – paddy context (no cash crop info),,mixture,,,,,,,,,,,,,3.4571,4.0857,0.3816,0.2469,,,,,,,,,,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,1793,56,"Chae, H. G., Song, H. J., Bhuiyan, M. S. I., Kim, P. J., & Lee, J. G. (2022). Unexpected high suppression of ammonia volatilization loss by plastic film mulching in Korean maize cropping system. Agriculture, Ecosystems & Environment, 335, 108022.",,4,36.8333333333333,128.433333333333,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",South Korea – paddy context (no cash crop info),,mixture,,,,,,,,,,,,,4.0408,4.6469,0.7184,1.0776,,,,,,,,,,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,1808,124,"Bharati, K., Mohanty, S. R., Singh, D. P., Rao, V. R., & Adhya, T. K. (2000). Influence of incorporation or dual cropping of Azolla on methane emission from a flooded alluvial soil planted to rice in eastern India. Agriculture, Ecosystems & Environment, 79(1), 73-83.",,4,20.0,86.0,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",India paddy rice system,,non-legume,Paddy Rice,PADDY/FLOODED,,,,,,,,,,,,,,,,,,,105.64,94.94,45.3571,40.763,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,1809,124,"Bharati, K., Mohanty, S. R., Singh, D. P., Rao, V. R., & Adhya, T. K. (2000). Influence of incorporation or dual cropping of Azolla on methane emission from a flooded alluvial soil planted to rice in eastern India. Agriculture, Ecosystems & Environment, 79(1), 73-83.",,4,20.0,86.0,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",India paddy rice system,,non-legume,Paddy Rice,PADDY/FLOODED,,,,,,,,,,,,,,,,,,,149.37,155.28,64.1328,66.6703,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,1810,124,"Bharati, K., Mohanty, S. R., Singh, D. P., Rao, V. R., & Adhya, T. K. (2000). Influence of incorporation or dual cropping of Azolla on methane emission from a flooded alluvial soil planted to rice in eastern India. Agriculture, Ecosystems & Environment, 79(1), 73-83.",,4,20.0,86.0,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",India paddy rice system,,non-legume,Paddy Rice,PADDY/FLOODED,,,,,,,,,,,,,,,,,,,89.29,155.28,38.3372,66.6703,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,1811,88,"Piccinetti, C. F., Bacigaluppo, S., Di Ciocco, C. A., De Tellería, J. M., & Salvagiotti, F. (2021). Soybean in rotation with cereals attenuates nitrous oxide emissions as compared with soybean monoculture in the Pampas region. Geoderma, 402, 115192.",,4,-32.5333333333333,-60.85,,Tropical upland annual/perennial cropland (Plantation/Tropical),Argentina – South American subtropical,,non-legume,,,,,,,,,,,,,0.8852,0.4033,0.3182,0.145,,,,,,,,,,,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,1814,63,"Haque, M. M., Biswas, J. C., Hwang, H. Y., & Kim, P. J. (2020). Annual net carbon budget in rice soil. Nutrient Cycling in Agroecosystems, 116, 31-40.",,4,36.8333333333333,128.433333333333,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",South Korea paddy rice system,,mixture,Paddy Rice,PADDY/FLOODED,,,,,,,,,,,,,,,,,,,333.3333,170.6667,143.1185,73.2767,,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,1815,63,"Haque, M. M., Biswas, J. C., Hwang, H. Y., & Kim, P. J. (2020). Annual net carbon budget in rice soil. Nutrient Cycling in Agroecosystems, 116, 31-40.",,4,36.8333333333333,128.433333333333,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",South Korea paddy rice system,,mixture,Paddy Rice,PADDY/FLOODED,,,,,,,,,,,,,,,,,,,566.6667,170.6667,243.3015,73.2767,,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,1816,63,"Haque, M. M., Biswas, J. C., Hwang, H. Y., & Kim, P. J. (2020). Annual net carbon budget in rice soil. Nutrient Cycling in Agroecosystems, 116, 31-40.",,4,36.8333333333333,128.433333333333,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",South Korea paddy rice system,,mixture,Paddy Rice,PADDY/FLOODED,,,,,,,,,,,,,,,,,,,914.6667,170.6667,392.7173,73.2767,,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,1817,63,"Haque, M. M., Biswas, J. C., Hwang, H. Y., & Kim, P. J. (2020). Annual net carbon budget in rice soil. Nutrient Cycling in Agroecosystems, 116, 31-40.",,4,36.8333333333333,128.433333333333,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",South Korea paddy rice system,,mixture,Paddy Rice,PADDY/FLOODED,,,,,,,,,,,,,,,,,,,297.3333,150.6667,127.6617,64.6896,,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,1818,63,"Haque, M. M., Biswas, J. C., Hwang, H. Y., & Kim, P. J. (2020). Annual net carbon budget in rice soil. Nutrient Cycling in Agroecosystems, 116, 31-40.",,4,36.8333333333333,128.433333333333,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",South Korea paddy rice system,,mixture,Paddy Rice,PADDY/FLOODED,,,,,,,,,,,,,,,,,,,606.6667,150.6667,260.4757,64.6896,,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,1819,63,"Haque, M. M., Biswas, J. C., Hwang, H. Y., & Kim, P. J. (2020). Annual net carbon budget in rice soil. Nutrient Cycling in Agroecosystems, 116, 31-40.",,4,36.8333333333333,128.433333333333,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",South Korea paddy rice system,,mixture,Paddy Rice,PADDY/FLOODED,,,,,,,,,,,,,,,,,,,936.0,150.6667,401.8769,64.6896,,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,1820,57,"Dash, P. K., Bhattacharyya, P., Shahid, M., Roy, K. S., Swain, C. K., Tripathi, R., & Nayak, A. K. (2017). Low carbon resource conservation techniques for energy savings, carbon gain and lowering GHGs emission in lowland transplanted rice. Soil and Tillage Research, 174, 45-57.",,4,20.7333333333333,86.5666666666667,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",India paddy rice system,,legume,Paddy Rice,PADDY/FLOODED,,,,,,,,,,,1.4964,1.0374,0.5379,0.3729,,,,,42.2604,33.8884,18.1447,14.5502,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,1821,57,"Dash, P. K., Bhattacharyya, P., Shahid, M., Roy, K. S., Swain, C. K., Tripathi, R., & Nayak, A. K. (2017). Low carbon resource conservation techniques for energy savings, carbon gain and lowering GHGs emission in lowland transplanted rice. Soil and Tillage Research, 174, 45-57.",,4,20.7333333333333,86.5666666666667,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",India paddy rice system,,legume,Paddy Rice,PADDY/FLOODED,,,,,,,,,,,1.995,1.5168,0.7171,0.5452,,,,,49.455,42.6126,21.2338,18.296,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,1822,57,"Dash, P. K., Bhattacharyya, P., Shahid, M., Roy, K. S., Swain, C. K., Tripathi, R., & Nayak, A. K. (2017). Low carbon resource conservation techniques for energy savings, carbon gain and lowering GHGs emission in lowland transplanted rice. Soil and Tillage Research, 174, 45-57.",,4,20.7333333333333,86.5666666666667,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",India paddy rice system,,legume,Paddy Rice,PADDY/FLOODED,,,,,,,,,,,1.6211,1.1661,0.5827,0.4191,,,,,69.316,59.4711,29.7612,25.5343,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,1823,57,"Dash, P. K., Bhattacharyya, P., Shahid, M., Roy, K. S., Swain, C. K., Tripathi, R., & Nayak, A. K. (2017). Low carbon resource conservation techniques for energy savings, carbon gain and lowering GHGs emission in lowland transplanted rice. Soil and Tillage Research, 174, 45-57.",,4,20.7333333333333,86.5666666666667,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",India paddy rice system,,legume,Paddy Rice,PADDY/FLOODED,,,,,,,,,,,1.9173,1.3878,0.6891,0.4988,,,,,76.5177,66.7686,32.8533,28.6675,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,1827,97,"Shrestha, R. K., Lal, R., & Rimal, B. (2013). Soil carbon fluxes and balances and soil properties of organically amended no-till corn production systems. Geoderma, 197, 177-185.",,4,40.0166666666667,-83.0333333333333,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,non-legume,Corn,UPLAND/DRYLAND,,,,,,,,,,,,,,,,,,,-2.0163,-3.187,0.8657,1.3684,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,1829,89,"Ponti, S. M. C., Videla, C. C., Monterubbianesi, M. G., Andrade, F. H., & Rizzalli, R. H. (2020). Crop intensification with sustainable practices did not increase N2O emissions. Agriculture, Ecosystems & Environment, 292, 106828.",,4,-37.75,-58.3,,Tropical upland annual/perennial cropland (Plantation/Tropical),Argentina – South American subtropical,,non-legume,,,,,,,,,,,,,1.0151,1.1896,0.3649,0.4276,,,,,,,,,,,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,1834,68,"Hu, J., Jin, V. L., Konkel, J. Y., Schaeffer, S. M., Schneider, L. G., & DeBruyn, J. M. (2021). Soil health management enhances microbial nitrogen cycling capacity and activity. Msphere, 6(1), 10-1128.",,4,35.954401,-83.929456,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,legume,,,,,,,,,,,,,0.3003,0.1363,0.1079,0.049,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,1835,68,"Hu, J., Jin, V. L., Konkel, J. Y., Schaeffer, S. M., Schneider, L. G., & DeBruyn, J. M. (2021). Soil health management enhances microbial nitrogen cycling capacity and activity. Msphere, 6(1), 10-1128.",,4,35.954401,-83.929456,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,non-legume,,,,,,,,,,,,,0.1109,0.1363,0.0399,0.049,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,1836,68,"Hu, J., Jin, V. L., Konkel, J. Y., Schaeffer, S. M., Schneider, L. G., & DeBruyn, J. M. (2021). Soil health management enhances microbial nitrogen cycling capacity and activity. Msphere, 6(1), 10-1128.",,4,35.954401,-83.929456,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,legume,,,,,,,,,,,,,0.3488,0.1802,0.1254,0.0648,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,1837,68,"Hu, J., Jin, V. L., Konkel, J. Y., Schaeffer, S. M., Schneider, L. G., & DeBruyn, J. M. (2021). Soil health management enhances microbial nitrogen cycling capacity and activity. Msphere, 6(1), 10-1128.",,4,35.954401,-83.929456,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,non-legume,,,,,,,,,,,,,0.194,0.1802,0.0697,0.0648,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,1838,108,"Xue, K., Wu, L., Deng, Y., He, Z., Van Nostrand, J., Robertson, P. G., ... & Zhou, J. (2013). Functional gene differences in soil microbial communities from conventional, low-input, and organic farmlands. Applied and environmental microbiology, 79(4), 1284-1292.",,4,42.4,-85.4,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),,legume,Corn-Soybean-Wheat Rotation,UPLAND/DRYLAND,,,,,,,,,,,0.372,0.9685,0.1337,0.3481,,no,,,-0.1001,-0.1578,0.043,0.0678,,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,1839,74,"Koga, N. (2013). Nitrous oxide emissions under a four-year crop rotation system in northern Japan: impacts of reduced tillage, composted cattle manure application and increased plant residue input. Soil Science and Plant Nutrition, 59(1), 56-68.",,4,43.008495,141.411415,,Temperate upland annual cropland,Japan soybean/upland system,,non-legume,,,,,,,,,,,,,0.6,0.4143,0.2157,0.1489,,,,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,1841,74,"Koga, N. (2013). Nitrous oxide emissions under a four-year crop rotation system in northern Japan: impacts of reduced tillage, composted cattle manure application and increased plant residue input. Soil Science and Plant Nutrition, 59(1), 56-68.",,4,43.008495,141.411415,,Temperate upland annual cropland,Japan soybean/upland system,,non-legume,,,,,,,,,,,,,0.5143,0.9429,0.1849,0.3389,,,,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,1842,74,"Koga, N. (2013). Nitrous oxide emissions under a four-year crop rotation system in northern Japan: impacts of reduced tillage, composted cattle manure application and increased plant residue input. Soil Science and Plant Nutrition, 59(1), 56-68.",,4,43.008495,141.411415,,Temperate upland annual cropland,Japan soybean/upland system,,non-legume,,,,,,,,,,,,,0.5143,0.2571,0.1849,0.0924,,,,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,1846,73,"Kimaro, A. A., Mpanda, M., Rioux, J., Aynekulu, E., Shaba, S., Thiong’o, M., ... & Rosenstock, T. S. (2016). Is conservation agriculture ‘climate-smart’for maize farmers in the highlands of Tanzania?. Nutrient cycling in agroecosystems, 105, 217-228.",,4,-7.25,37.8,,Tropical–subtropical upland smallholder cropland,Tanzania – sub-Saharan Africa smallholder,,legume,Corn,UPLAND/DRYLAND,,,,,,,,,,,0.4714,0.3143,0.1571,0.1414,,,,,1.2,2.1333,2.8,3.0667,,,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,1847,73,"Kimaro, A. A., Mpanda, M., Rioux, J., Aynekulu, E., Shaba, S., Thiong’o, M., ... & Rosenstock, T. S. (2016). Is conservation agriculture ‘climate-smart’for maize farmers in the highlands of Tanzania?. Nutrient cycling in agroecosystems, 105, 217-228.",,4,-7.25,37.8,,Tropical–subtropical upland smallholder cropland,Tanzania – sub-Saharan Africa smallholder,,legume,Corn,UPLAND/DRYLAND,,,,,,,,,,,0.3143,0.4714,0.0157,0.1571,,,,,4.6667,2.5333,7.6,5.2,,,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,1848,73,"Kimaro, A. A., Mpanda, M., Rioux, J., Aynekulu, E., Shaba, S., Thiong’o, M., ... & Rosenstock, T. S. (2016). Is conservation agriculture ‘climate-smart’for maize farmers in the highlands of Tanzania?. Nutrient cycling in agroecosystems, 105, 217-228.",,4,-7.25,37.8,,Tropical–subtropical upland smallholder cropland,Tanzania – sub-Saharan Africa smallholder,,legume,Corn,UPLAND/DRYLAND,,,,,,,,,,,0.4714,0.7857,0.4714,0.4714,,,,,-0.9333,-0.2667,0.4,0.2667,,,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,1849,73,"Kimaro, A. A., Mpanda, M., Rioux, J., Aynekulu, E., Shaba, S., Thiong’o, M., ... & Rosenstock, T. S. (2016). Is conservation agriculture ‘climate-smart’for maize farmers in the highlands of Tanzania?. Nutrient cycling in agroecosystems, 105, 217-228.",,4,-7.25,37.8,,Tropical–subtropical upland smallholder cropland,Tanzania – sub-Saharan Africa smallholder,,legume,Corn,UPLAND/DRYLAND,,,,,,,,,,,0.3143,0.6286,0.1571,0.1571,,,,,-0.8,-0.1333,0.6667,0.1333,,,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,1850,46,"Ali, M. A., Sattar, M. A., Islam, M. N., & Inubushi, K. (2014). Integrated effects of organic, inorganic and biological amendments on methane emission, soil quality and rice productivity in irrigated paddy ecosystem of Bangladesh: field study of two consecutive rice growing seasons. Plant and soil, 378, 239-252.",,4,24.75,90.5,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",Bangladesh paddy rice system,,legume,Rice,PADDY/FLOODED,,,,,,,,,,,,,,,,yes,,,121.37,118.6,52.1109,50.9216,Cumulative CH4 flux (kg ha−1),,Bangladesh,exp,,Bangladesh Agricultural University farm,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,1851,46,"Ali, M. A., Sattar, M. A., Islam, M. N., & Inubushi, K. (2014). Integrated effects of organic, inorganic and biological amendments on methane emission, soil quality and rice productivity in irrigated paddy ecosystem of Bangladesh: field study of two consecutive rice growing seasons. Plant and soil, 378, 239-252.",,4,24.75,90.5,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",Bangladesh paddy rice system,,non-legume,Rice,PADDY/FLOODED,,,,,,,,,,,,,,,,,,,113.6,118.6,48.7748,50.9216,Cumulative CH4 flux (kg ha−1),,Bangladesh,exp,,Bangladesh Agricultural University farm,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,1852,46,"Ali, M. A., Sattar, M. A., Islam, M. N., & Inubushi, K. (2014). Integrated effects of organic, inorganic and biological amendments on methane emission, soil quality and rice productivity in irrigated paddy ecosystem of Bangladesh: field study of two consecutive rice growing seasons. Plant and soil, 378, 239-252.",,4,24.75,90.5,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",Bangladesh paddy rice system,,legume,Rice,PADDY/FLOODED,,,,,,,,,,,,,,,,yes,,,139.9,135.1,60.0669,58.0059,Cumulative CH4 flux (kg ha−1),,Bangladesh,exp,,Bangladesh Agricultural University farm,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,1853,46,"Ali, M. A., Sattar, M. A., Islam, M. N., & Inubushi, K. (2014). Integrated effects of organic, inorganic and biological amendments on methane emission, soil quality and rice productivity in irrigated paddy ecosystem of Bangladesh: field study of two consecutive rice growing seasons. Plant and soil, 378, 239-252.",,4,24.75,90.5,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",Bangladesh paddy rice system,,non-legume,Rice,PADDY/FLOODED,,,,,,,,,,,,,,,,,,,119.5,135.1,51.308,58.0059,Cumulative CH4 flux (kg ha−1),,Bangladesh,exp,,Bangladesh Agricultural University farm,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,1854,92,"Quesnel, J., VanderZaag, A. C., Crolla, A., Kinsley, C., Gregorich, E. G., & Wagner-Riddle, C. (2019). Surface and subsurface N 2 O losses from dairy cropping systems. Nutrient Cycling in Agroecosystems, 114, 277-293.",,4,45.54925,-74.8628611111111,,Temperate upland annual cropland,Canada – Northern European/Canadian temperate arable,,mixture,,,,,,,,,,,,,6.988,5.09,2.4444,2.2431,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,1855,92,"Quesnel, J., VanderZaag, A. C., Crolla, A., Kinsley, C., Gregorich, E. G., & Wagner-Riddle, C. (2019). Surface and subsurface N 2 O losses from dairy cropping systems. Nutrient Cycling in Agroecosystems, 114, 277-293.",,4,45.54925,-74.8628611111111,,Temperate upland annual cropland,Canada – Northern European/Canadian temperate arable,,mixture,,,,,,,,,,,,,8.4258,9.2598,2.7894,4.2273,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,1856,51,"Bharali, A., Baruah, K. K., Baruah, S. G., & Bhattacharyya, P. (2018). Impacts of integrated nutrient management on methane emission, global warming potential and carbon storage capacity in rice grown in a northeast India soil. Environmental Science and Pollution Research, 25, 5889-5901.",,4,26.6833333333333,92.8333333333333,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",India paddy rice system,,legume,Rice,PADDY/FLOODED,,,,,,,,,,,,,,,,,,,26.1,15.9,0.36,0.63,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,2293,94,"Rose, T. J., Kearney, L. J., Morris, S., Van Zwieten, L., & Erler, D. V. (2019). Pinto peanut cover crop nitrogen contributions and potential to mitigate nitrous oxide emissions in subtropical coffee plantations. Science of the total Environment, 656, 108-117.",,4,-28.72122,153.530484,,Mediterranean–semiarid upland cropland,Australia (Queensland) – semi-arid Mediterranean-type,,legume,,,,,,,,,,,,,0.5343,0.5971,0.192,0.2146,,,,,,,,,,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,2294,94,"Rose, T. J., Kearney, L. J., Morris, S., Van Zwieten, L., & Erler, D. V. (2019). Pinto peanut cover crop nitrogen contributions and potential to mitigate nitrous oxide emissions in subtropical coffee plantations. Science of the total Environment, 656, 108-117.",,4,-28.77101,153.519702,,Mediterranean–semiarid upland cropland,Australia (Queensland) – semi-arid Mediterranean-type,,legume,,,,,,,,,,,,,3.9443,3.5357,1.4177,1.2709,,,,,,,,,,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,0,116,"Nguyen, L. T. T., & Kravchenko, A. N. (2021). Effects of cover crops on soil CO2 and N2O emissions across topographically diverse agricultural landscapes in corn-soybean-wheat organic transition. European Journal of Agronomy, 122, 126189.",https://doi.org/10.1016/j.eja.2020.126189,5,42.4,-85.4,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),cereal rye (158 kg ha−1),non-legume,Corn,,0.45851528,,0.2803493,,6.0,g CO2 m-2 h-1,ct,incorporated,,,0.217391304347826,,0.152173913043478,,,yes,14,kg N ha⁻¹,,,,,,,USA,Trail,,Kellogg Biological Center (KBS),288.0,,1005.0,10.1,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,rainfall,,1.57,g cm−3,5.8,6.7,,,,,,depression,20.0,%,,22.0,142.0,kg  ha⁻¹,,,,
694,0,116,"Nguyen, L. T. T., & Kravchenko, A. N. (2021). Effects of cover crops on soil CO2 and N2O emissions across topographically diverse agricultural landscapes in corn-soybean-wheat organic transition. European Journal of Agronomy, 122, 126189.",https://doi.org/10.1016/j.eja.2020.126189,5,42.4,-85.4,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),"annual ryegrass + Dwarf Essex rapeseed + crimson clover (winter hardy: 28, 9, 2 kg/ha)",mixture,Corn,,0.27510917,,0.2803493,,6.0,g CO2 m-2 h-1,ct,incorporated,,,0.141304347826086,,0.152173913043478,,,yes,14,kg N ha⁻¹,,,,,,,USA,Trail,,Kellogg Biological Center (KBS),288.0,,1005.0,10.1,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,rainfall,,1.52,g cm−3,6.8,6.7,,,,,,slope,15.0,%,,25.0,194.0,kg  ha⁻¹,,,,
695,0,116,"Nguyen, L. T. T., & Kravchenko, A. N. (2021). Effects of cover crops on soil CO2 and N2O emissions across topographically diverse agricultural landscapes in corn-soybean-wheat organic transition. European Journal of Agronomy, 122, 126189.",https://doi.org/10.1016/j.eja.2020.126189,5,42.4,-85.4,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),oat+winter pea+radish (winter killed 9 + 1.5 + 4.5 kg/ha),mixture,Corn,,0.3510917,,0.2803493,,6.0,g CO2 m-2 h-1,ct,incorporated,,,0.169565217391304,,0.152173913043478,,,yes,14,kg N ha⁻¹,,,,,,,USA,Trail,,Kellogg Biological Center (KBS),288.0,,1005.0,10.1,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,rainfall,,1.53,g cm−3,5.8,6.7,,,,,,summit,17.0,%,,23.0,264.0,kg  ha⁻¹,,,,
